# LBG mean spectra from astro-ph/0112262
# lambda (A)  Flam W/m^2/A
1835.99  3.54012108142526e-21  
1836.76  3.53715354961593e-21  
1836.76  3.42847127777027e-21  
1837.54  3.42556125673987e-21  
1837.54  3.31696234753379e-21  
1839.08  3.31140958929834e-21  
1839.08  3.28184612490723e-21  
1839.85  3.27909971327445e-21  
1839.85  3.22001340233571e-21  
1840.62  3.21731986243623e-21  
1840.62  3.22715786746518e-21  
1842.16  3.22176447515228e-21  
1842.16  3.33964091471776e-21  
1842.93  3.33685080733827e-21  
1842.93  3.41536650272953e-21  
1843.7  3.41251432173741e-21  
1843.7  3.51057477378059e-21  
1844.47  3.50764430774609e-21  
1844.47  3.40966571204911e-21  
1846.01  3.40397918275707e-21  
1846.01  3.32572526991406e-21  
1846.78  3.32295257949762e-21  
1846.78  3.20566517377988e-21  
1847.56  3.20295901969115e-21  
1847.56  3.2810816862573e-21  
1849.1  3.27561874570402e-21  
1849.1  3.24637481331329e-21  
1849.87  3.24367279818783e-21  
1849.87  3.19496471118515e-21  
1850.64  3.19230659179601e-21  
1850.64  3.21177887277856e-21  
1852.18  3.20644020890825e-21  
1852.18  3.42020055752866e-21  
1852.95  3.4173585949956e-21  
1852.95  3.4756124014962e-21  
1853.73  3.4726881273897e-21  
1853.73  3.49208681513795e-21  
1854.5  3.48918754458288e-21  
1854.5  3.2662616804155e-21  
1856.04  3.26084374091483e-21  
1856.04  3.2995533117908e-21  
1856.81  3.29681729759643e-21  
1856.81  3.28715010477952e-21  
1857.58  3.28442550504599e-21  
1857.58  3.32306222516888e-21  
1859.12  3.31755919547476e-21  
1859.12  3.22111867257841e-21  
1859.9  3.21841751044332e-21  
1859.9  3.32441225809801e-21  
1860.67  3.32166134817956e-21  
1860.67  3.37943276238746e-21  
1862.21  3.37384566476507e-21  
1862.21  3.38345687339886e-21  
1862.98  3.38066057564587e-21  
1862.98  3.31342907448155e-21  
1863.75  3.3106917831604e-21  
1863.75  3.18594383200612e-21  
1864.52  3.1833129455577e-21  
1864.52  3.26960824940652e-21  
1866.07  3.26417888391292e-21  
1866.07  3.08230338463798e-21  
1866.84  3.07976124482598e-21  
1866.84  2.90759934168428e-21  
1867.61  2.9052022780969e-21  
1867.61  2.75229372625024e-21  
1869.15  2.74776034341127e-21  
1869.92  2.74549785106404e-21  
1869.92  2.97429434351342e-21  
1870.69  2.97184633202538e-21  
1870.69  3.05757332796454e-21  
1872.24  3.05251278349876e-21  
1872.24  3.20465743435295e-21  
1873.01  3.20202308749049e-21  
1873.01  3.38256184105407e-21  
1873.78  3.37978239259819e-21  
1873.78  3.51269129511408e-21  
1874.55  3.50980610476546e-21  
1874.55  3.50032101913736e-21  
1876.09  3.49457685765336e-21  
1876.09  3.29569988582277e-21  
1876.86  3.29299625491119e-21  
1876.86  3.24567897894993e-21  
1876.86  3.24567897894993e-21  
1877.63  3.24301747442657e-21  
1877.63  3.32811192204841e-21  
1879.18  3.32262394749394e-21  
1879.18  3.47365539798471e-21  
1879.95  3.47081046392321e-21  
1879.95  3.53683366791746e-21  
1880.72  3.53393817637375e-21  
1880.72  3.45854607038478e-21  
1881.49  3.45571582888342e-21  
1881.49  3.5310462390433e-21  
1883.03  3.52527300377537e-21  
1883.03  3.46886545448825e-21  
1883.8  3.46603024850965e-21  
1883.8  3.52239169424416e-21  
1884.58  3.51947656519293e-21  
1884.58  3.46316176415387e-21  
1886.12  3.45750879209092e-21  
1886.12  3.27011044435217e-21  
1886.89  3.2674420627572e-21  
1886.89  3.07082677530345e-21  
1887.66  3.0683220293693e-21  
1887.66  2.91865291772682e-21  
1889.2  2.91389651974523e-21  
1889.2  2.9792663684577e-21  
1889.97  2.97683927406694e-21  
1889.97  3.01417144098112e-21  
1890.75  3.0116850532743e-21  
1890.75  2.92776745678755e-21  
1891.52  2.92538427068853e-21  
1893.06  2.92062661975733e-21  
1893.06  2.96712914743902e-21  
1893.83  2.96471686652148e-21  
1893.83  3.10412775864263e-21  
1894.6  3.10160512308039e-21  
1894.6  3.28732968047364e-21  
1896.14  3.28199206627677e-21  
1896.14  3.33762230324285e-21  
1896.92  3.33487805450492e-21  
1896.92  3.40898793789528e-21  
1897.69  3.40622206130543e-21  
1897.69  3.46176145977523e-21  
1899.23  3.45614976317337e-21  
1899.23  3.64096989450977e-21  
1900  3.63801939058172e-21  
1900  3.65648476454294e-21  
