# LBG mean spectra from astro-ph/0112262
# lambda (A)  Flam W/m^2/A
1835.99  3.06840456410069e-21  
1835.99  3.15006030144486e-21  
1836.76  3.14741974087338e-21  
1836.76  3.19840846176709e-21  
1837.54  3.195693713667e-21  
1837.54  3.13455740553913e-21  
1839.08  3.12931000215481e-21  
1839.08  3.05810223373843e-21  
1839.85  3.05554306209256e-21  
1840.62  3.0529871015657e-21  
1840.62  3.0022120153047e-21  
1842.16  2.99719456407671e-21  
1842.16  2.8856831339973e-21  
1842.93  2.88327228624072e-21  
1842.93  2.8326244071347e-21  
1843.7  2.83025887550423e-21  
1843.7  2.92134715968546e-21  
1844.47  2.91890855370835e-21  
1844.47  3.21217416050293e-21  
1846.01  3.20681700118074e-21  
1846.01  3.43901693426063e-21  
1846.78  3.43614979145065e-21  
1846.78  3.34536508210515e-21  
1847.56  3.34254099633685e-21  
1847.56  3.23167167034607e-21  
1849.1  3.2262909965589e-21  
1849.1  3.02504922238734e-21  
1849.87  3.02253142046237e-21  
1849.87  2.86167901219649e-21  
1850.64  2.85929817699002e-21  
1850.64  2.5478905920999e-21  
1852.18  2.54365545263721e-21  
1852.18  2.4533993342396e-21  
1852.95  2.45136072016734e-21  
1852.95  2.39123705997075e-21  
1853.73  2.38922514615264e-21  
1853.73  2.51938492816823e-21  
1854.5  2.51729323373857e-21  
1854.5  2.60732367058595e-21  
1856.04  2.60299875014538e-21  
1856.04  2.75280348315062e-21  
1856.81  2.75052083798854e-21  
1856.81  2.90019265044916e-21  
1857.58  2.89778878574243e-21  
1857.58  2.96758527294913e-21  
1859.12  2.9626709172223e-21  
1859.12  2.86313172933864e-21  
1859.9  2.86073076749861e-21  
1859.9  2.69166125305513e-21  
1860.67  2.68943393674678e-21  
1860.67  2.5403738096725e-21  
1862.21  2.53617389877917e-21  
1862.21  2.62546038330608e-21  
1862.98  2.6232905406732e-21  
1862.98  2.732332117838e-21  
1863.75  2.73007488256163e-21  
1863.75  2.73997249762829e-21  
1864.52  2.73770988507353e-21  
1864.52  2.92573872262973e-21  
1866.07  2.9208803715209e-21  
1866.07  2.9702799316006e-21  
1866.84  2.96783018349841e-21  
1866.84  3.07642130390503e-21  
1867.61  3.07388506124556e-21  
1867.61  3.01470159036824e-21  
1869.15  3.00973598792398e-21  
1869.15  2.84233570637508e-21  
1869.92  2.83999534113932e-21  
1869.92  2.77111701806647e-21  
1870.69  2.76883623294185e-21  
1870.69  2.77866911937607e-21  
1872.24  2.77407018514752e-21  
1872.24  2.87221918981623e-21  
1873.01  2.86985811947846e-21  
1873.01  2.97773498458857e-21  
1873.78  2.97528818204841e-21  
1873.78  3.14186221319898e-21  
1874.55  3.1392816076824e-21  
1874.55  3.19802766907476e-21  
1876.09  3.19277958261039e-21  
1876.09  3.29052616954534e-21  
1876.86  3.28782678289742e-21  
1876.86  3.18039203915168e-21  
1877.63  3.17778407087966e-21  
1877.63  3.13875124775552e-21  
1879.18  3.13357552428709e-21  
1879.18  3.10435130391988e-21  
1879.95  3.10180883100546e-21  
1879.95  2.99472696955168e-21  
1880.72  2.99227528326099e-21  
1880.72  3.07008461843286e-21  
1881.49  3.06757226765801e-21  
1881.49  2.96066562752224e-21  
1883.03  2.95582496046205e-21  
1883.03  2.76177859134548e-21  
1883.8  2.75952130830107e-21  
1883.8  2.66257319675414e-21  
1884.58  2.66036965292635e-21  
1884.58  2.82503997634867e-21  
1886.12  2.82042862026698e-21  
1886.12  3.0041754746851e-21  
1886.89  3.00172409370543e-21  
1886.89  2.98240298056017e-21  
1887.66  2.97997035824502e-21  
1887.66  2.8834183319011e-21  
1889.2  2.87871935414645e-21  
1889.2  2.86907820505642e-21  
1889.97  2.86674087674907e-21  
1889.97  2.96305702751887e-21  
1890.75  2.96061280405246e-21  
1890.75  2.7488887081164e-21  
1891.52  2.74665112830392e-21  
1893.06  2.74218415709977e-21  
1893.06  2.61738493429535e-21  
1893.83  2.61525699600311e-21  
1894.6  2.61313165168243e-21  
1894.6  2.62271792057497e-21  
1896.14  2.61845943184158e-21  
1896.14  2.63760083931123e-21  
1896.92  2.63543215989912e-21  
1896.92  2.83620999900438e-21  
1897.69  2.83390884482518e-21  
1897.69  2.91988786561516e-21  
1899.23  2.91515457448471e-21  
1899.23  3.07730259358896e-21  
1900  3.07480886426593e-21  
1900  3.07480886426593e-21  
