# LBG mean spectra from astro-ph/0112262
# lambda (A)  Flam W/m^2/A
1884.58  1.78179287169396e-21  
1886.12  1.77888442386172e-21  
1886.12  1.75052421130455e-21  
1886.89  1.74909579881926e-21  
1886.89  2.06077830001554e-21  
1887.66  2.05909740869674e-21  
1887.66  2.22897273443283e-21  
1889.2  2.22534027736653e-21  
1889.2  2.42319817486463e-21  
1889.97  2.42122408796855e-21  
1889.97  2.36473451436569e-21  
1890.75  2.36278384668087e-21  
1890.75  2.24990628764655e-21  
1891.52  2.24807487669334e-21  
1891.52  2.24807487669334e-21  
1891.52  2.21988474605452e-21  
1893.06  2.21627447275298e-21  
1893.06  2.32887672295034e-21  
1893.83  2.32698334231238e-21  
1893.83  2.38323451225987e-21  
1894.6  2.38129772595426e-21  
1894.6  2.15645918563417e-21  
1896.14  2.15295775794574e-21  
1896.14  2.20908029789382e-21  
1896.92  2.2072639552197e-21  
1896.92  2.29137021055123e-21  
1897.69  2.28951111121163e-21  
1899.23  2.28579969380982e-21  
1899.23  2.14595783941821e-21  
1900  2.1442188365651e-21  
1900  2.00449030470914e-21  
