# K filter curve @ T=90K 
#
# Filter transmission only (no sky extinction or telecope optics)
#
# Wavelength (Ang)       Transmission
26639.2  -7.13346e-05
26659.08 -0.0003099863
26678.96 -8.72962e-05
26698.84 0.0002855874
26718.72 -0.0004069544
26738.6  -0.0001837547
26758.48 -0.0003576234
26778.36 -0.0003333094
26798.24 -0.0001564973
26818.12 -0.0002405332
26838.0  -0.0007466105
26857.88 -0.0004304692
26877.76 -0.0001942748
26897.64 -0.0002099834
26917.52 -0.000341855
26937.4  -0.0002896948
26957.28 -0.000139574
26977.16 -0.0005612298
26997.04 -5.73701e-05
27016.92 -6.98742e-05
27036.8  -0.0008371063
27056.68 -0.000536952
27076.56 -2.4e-06
27096.44 -0.0008786462
27116.32 -0.000609571
27136.2  -0.0003457877
27156.08 -0.0003784266
27175.96 -0.0005046624
27195.84 -0.0002730584
27215.72 -4.24589e-05
27235.6  -0.0007994308
27255.48 -0.0005937827
27275.36 -0.0001862827
27295.24 -0.0002287102
27315.12 -0.0007696402
27335.0  0.0009585961
27354.88 -0.0005887644
27374.76 -0.0006198636
27394.64 2.44542e-05
27414.52 -0.0004568977
27434.4  -0.0002147743
27454.28 -0.0008354331
27474.16 -0.0001250952
27494.04 -0.0007001255
27513.92 0.0001829779
27533.8  -0.0003090169
27553.68 -0.0003071668
27573.56 -0.0006055873
27593.44 -0.0003801299
27613.32 -0.0003361101
27633.2  -0.0004284318
27653.08 -0.0002967855
27672.96 -0.0006159457
27692.84 -0.0003742089
27712.72 7.71e-06
27732.6  -0.0004251301
27752.48 -0.000154497
27772.36 -0.0006667891
27792.24 -0.0007800439
27812.12 -0.0001650765
27832.0  0.0002148306
27851.88 -0.0008595048
27871.76 0.0003822749
27891.64 -0.0006876173
27911.52 -0.0003088197
27931.4  -0.0003267418
27951.28 -0.0001783119
27971.16 -0.0011004505
27991.04 0.0009295812
28010.92 -0.0002998927
28030.8  -0.0006400269
28050.68 -0.0004383996
28070.56 -0.0002435135
28090.44 -0.0005546552
28110.32 -0.0002032424
28130.2  -0.0006911632
28150.08 -0.0005012406
28169.96 -0.0003216654
28189.84 -0.0005911262
28209.72 -0.0001450432
28229.6  -0.0006374983
28249.48 -0.0007151951
28269.36 5.8999e-05
28289.24 -1.48862e-05
28309.12 -0.0004121754
28329.0  -0.0005227654
28348.88 -0.0002580749
28368.76 -0.0002261254
28388.64 -0.0007354591
28408.52 0.0002906168
28428.4  -0.0005174249
28448.28 -0.0008139496
28468.16 -0.0003283578
28488.04 -0.0003645203
28507.92 -0.0006493034
28527.8  -0.0006278065
28547.68 -0.0002036463
28567.56 -0.0002441723
28587.44 -0.0002311371
28607.32 -0.0002229932
28627.2  -0.0004621052
28647.08 -0.0004419663
28666.96 -0.0002875306
28686.84 -0.0005045285
28706.72 1.99888e-05
28726.6  -0.0005925661
28746.48 -0.0002675265
28766.36 -0.0007310145
28786.24 -0.0002851366
28806.12 -0.0003694735
28826.0  -0.00053668
28845.88 -0.0002110286
28865.76 -3.85458e-05
28885.64 -0.0004830064
28905.52 -0.0002853179
28925.4  6.21188e-05
28945.28 -0.0001652972
28965.16 -0.0006061236
28985.04 -0.000204474
29004.92 -0.0008217859
29024.8  -0.0003061873
29044.68 -0.0011386733
29064.56 -0.0005243275
29084.44 0.0002138271
29104.32 -0.0002276917
29124.2  -0.0009960486
29144.08 -0.0009078375
29163.96 0.0004813456
29183.84 -0.0003966467
29203.72 0.0001025105
29223.6  -0.0007720293
29243.48 -0.0002191692
29263.36 -2.03047e-05
29283.24 -0.000654111
29303.12 -0.0003034623
29323.0  -0.0006221222
29342.88 -0.0003152666
29362.76 -0.0002575191
29382.64 -0.0005349382
29402.52 -0.0003247843
29422.4  -0.000495962
29442.28 0.0003321868
29462.16 -0.0004868456
29482.04 -0.0013785455
29501.92 -0.0008678491
29521.8  -0.000786276
29541.68 -0.0004202695
29561.56 -0.0012377191
29581.44 -0.0009242234
29601.32 -0.0003703241
29621.2  -3.93006e-05
29641.08 -0.0015950028
29660.96 -0.0003715838
29680.84 -0.0008444398
29700.72 -0.0011135261
29720.6  0.0004582253
29740.48 -0.0004287727
29760.36 -0.0006115202
29780.24 -0.0008966058
29800.12 -0.0003500895
29820.0  -0.0002426745
