# Thu Nov 15 11:34:36 2012
# HST/COS EUV+FUV AGN composite spectrum.
# Figure 5 from Shull, Stevans, and Danforth 2012.
 
# wave         flux        spline
# [Angstroms]  [Relative]  [Relative]
1596.15      0.6246      0.6169
1596.25      0.6348      0.6169
1596.35      0.6100      0.6170
1596.45      0.6151      0.6170
1596.55      0.6214      0.6171
1596.65      0.6143      0.6173
1596.75      0.6205      0.6174
1596.85      0.6284      0.6176
1596.95      0.6179      0.6179
1597.05      0.6117      0.6181
1597.15      0.6045      0.6184
1597.25      0.6093      0.6187
1597.35      0.5881      0.6191
1597.45      0.6164      0.6195
1597.55      0.5976      0.6199
1597.65      0.6271      0.6203
1597.75      0.6066      0.6208
1597.85      0.6068      0.6213
1597.95      0.6181      0.6218
1598.05      0.6448      0.6224
1598.15      0.6090      0.6230
1598.25      0.6234      0.6236
1598.35      0.6163      0.6242
1598.45      0.6143      0.6249
1598.55      0.6160      0.6256
1598.65      0.6211      0.6263
1598.75      0.6355      0.6270
1598.85      0.6362      0.6278
1598.95      0.6169      0.6286
1599.05      0.6382      0.6294
1599.15      0.6334      0.6302
1599.25      0.6230      0.6300
1599.35      0.6169      0.6231
1599.45      0.6339      0.6234
1599.55      0.6150      0.6237
1599.65      0.6213      0.6240
1599.75      0.6381      0.6243
1599.85      0.6284      0.6245
1599.95      0.6151      0.6248
1600.05      0.6052      0.6250
1600.15      0.6092      0.6252
1600.25      0.6131      0.6254
1600.35      0.6191      0.6255
1600.45      0.6249      0.6257
1600.55      0.5724      0.6258
1600.65      0.6332      0.6260
1600.75      0.6173      0.6261
1600.85      0.6258      0.6262
1600.95      0.6395      0.6262
1601.05      0.6468      0.6263
1601.15      0.6334      0.6264
1601.25      0.6347      0.6264
1601.35      0.6019      0.6265
1601.45      0.6056      0.6265
1601.55      0.5974      0.6265
1601.65      0.6150      0.6265
1601.75      0.6228      0.6266
1601.85      0.6560      0.6265
1601.95      0.6143      0.6265
1602.05      0.6121      0.6265
1602.15      0.6255      0.6265
1602.25      0.6219      0.6265
1602.35      0.5942      0.6264
1602.45      0.6403      0.6264
1602.55      0.6055      0.6264
1602.65      0.6208      0.6263
1602.75      0.6387      0.6263
1602.85      0.6246      0.6262
1602.95      0.6422      0.6261
1603.05      0.6223      0.6261
1603.15      0.6334      0.6260
1603.25      0.6379      0.6260
1603.35      0.6262      0.6259
1603.45      0.6180      0.6259
1603.55      0.6125      0.6258
1603.65      0.6250      0.6257
1603.75      0.6390      0.6257
1603.85      0.6216      0.6256
1603.95      0.6242      0.6256
1604.05      0.6397      0.6255
1604.15      0.6088      0.6254
1604.25      0.6161      0.6254
1604.35      0.6218      0.6253
1604.45      0.6044      0.6252
1604.55      0.5975      0.6252
1604.65      0.6042      0.6251
1604.75      0.6280      0.6251
1604.85      0.6426      0.6250
1604.95      0.6158      0.6249
1605.05      0.6009      0.6249
1605.15      0.6497      0.6248
1605.25      0.6328      0.6247
1605.35      0.6575      0.6247
1605.45      0.6153      0.6246
1605.55      0.6221      0.6246
1605.65      0.6328      0.6245
1605.75      0.6247      0.6245
1605.85      0.6129      0.6244
1605.95      0.6063      0.6244
1606.05      0.6094      0.6243
1606.15      0.6008      0.6243
1606.25      0.6079      0.6242
1606.35      0.6155      0.6242
1606.45      0.6420      0.6242
1606.55      0.6140      0.6241
1606.65      0.6310      0.6241
1606.75      0.6139      0.6241
1606.85      0.6154      0.6241
1606.95      0.6389      0.6241
1607.05      0.6372      0.6241
1607.15      0.6517      0.6241
1607.25      0.6531      0.6241
1607.35      0.6156      0.6241
1607.45      0.6279      0.6241
1607.55      0.6031      0.6242
1607.65      0.6242      0.6242
1607.75      0.6434      0.6243
1607.85      0.6230      0.6243
1607.95      0.6382      0.6244
1608.05      0.6268      0.6244
1608.15      0.6078      0.6245
1608.25      0.5959      0.6246
1608.35      0.6092      0.6247
1608.45      0.5967      0.6248
1608.55      0.6326      0.6249
1608.65      0.6411      0.6250
1608.75      0.6081      0.6251
1608.85      0.6060      0.6253
1608.95      0.6188      0.6254
1609.05      0.6203      0.6256
1609.15      0.6072      0.6257
1609.25      0.6249      0.6259
1609.35      0.6193      0.6260
1609.45      0.6134      0.6262
1609.55      0.6199      0.6264
1609.65      0.6386      0.6265
1609.75      0.6014      0.6267
1609.85      0.6450      0.6269
1609.95      0.6296      0.6271
1610.05      0.5967      0.6273
1610.15      0.6281      0.6275
1610.25      0.6345      0.6277
1610.35      0.6402      0.6279
1610.45      0.6393      0.6280
1610.55      0.6596      0.6282
1610.65      0.6105      0.6284
1610.75      0.6206      0.6286
1610.85      0.6183      0.6288
1610.95      0.6130      0.6290
1611.05      0.6107      0.6292
1611.15      0.6429      0.6294
1611.25      0.6128      0.6295
1611.35      0.6211      0.6297
1611.45      0.6218      0.6299
1611.55      0.6441      0.6300
1611.65      0.6245      0.6302
1611.75      0.6298      0.6304
1611.85      0.6196      0.6305
1611.95      0.6172      0.6306
1612.05      0.6313      0.6308
1612.15      0.6196      0.6309
1612.25      0.6301      0.6310
1612.35      0.6091      0.6311
1612.45      0.6115      0.6312
1612.55      0.6198      0.6314
1612.65      0.6350      0.6315
1612.75      0.6492      0.6315
1612.85      0.6334      0.6316
1612.95      0.6354      0.6317
1613.05      0.6326      0.6318
1613.15      0.6209      0.6319
1613.25      0.6066      0.6320
1613.35      0.6404      0.6320
1613.45      0.6461      0.6321
1613.55      0.6194      0.6322
1613.65      0.6223      0.6323
1613.75      0.6349      0.6324
1613.85      0.6554      0.6324
1613.95      0.6352      0.6325
1614.05      0.6443      0.6326
1614.15      0.5959      0.6327
1614.25      0.6238      0.6328
1614.35      0.6160      0.6329
1614.45      0.6446      0.6330
1614.55      0.5943      0.6331
1614.65      0.6407      0.6332
1614.75      0.6429      0.6333
1614.85      0.6237      0.6334
1614.95      0.6286      0.6336
1615.05      0.6215      0.6337
1615.15      0.6161      0.6339
1615.25      0.5822      0.6340
1615.35      0.6164      0.6342
1615.45      0.6000      0.6344
1615.55      0.5886      0.6346
1615.65      0.6334      0.6348
1615.75      0.6289      0.6349
1615.85      0.6354      0.6351
1615.95      0.6302      0.6353
1616.05      0.6216      0.6355
1616.15      0.6113      0.6357
1616.25      0.6498      0.6362
1616.35      0.6462      0.6367
1616.45      0.6546      0.6368
1616.55      0.6634      0.6369
1616.65      0.6284      0.6370
1616.75      0.6141      0.6371
1616.85      0.6082      0.6372
1616.95      0.6413      0.6374
1617.05      0.6652      0.6376
1617.15      0.6820      0.6378
1617.25      0.6288      0.6380
1617.35      0.6272      0.6382
1617.45      0.6352      0.6384
1617.55      0.6261      0.6386
1617.65      0.6340      0.6389
1617.75      0.6281      0.6391
1617.85      0.6367      0.6394
1617.95      0.6186      0.6396
1618.05      0.6745      0.6399
1618.15      0.6338      0.6402
1618.25      0.6805      0.6404
1618.35      0.6465      0.6407
1618.45      0.6411      0.6410
1618.55      0.6448      0.6413
1618.65      0.6440      0.6416
1618.75      0.6259      0.6419
1618.85      0.5692      0.6422
1618.95      0.5295      0.6425
1619.05      0.5480      0.6428
1619.15      0.5118      0.6431
1619.25      0.5225      0.6434
1619.35      0.5511      0.6437
1619.45      0.5416      0.6440
1619.55      0.5678      0.6444
1619.65      0.5352      0.6447
1619.75      0.5821      0.6450
1619.85      0.6208      0.6453
1619.95      0.6615      0.6457
1620.05      0.6331      0.6460
1620.15      0.6360      0.6463
1620.25      0.6409      0.6467
1620.35      0.6573      0.6470
1620.45      0.6364      0.6474
1620.55      0.6469      0.6477
1620.65      0.6273      0.6481
1620.75      0.6120      0.6484
1620.85      0.6309      0.6488
1620.95      0.6450      0.6491
1621.05      0.6320      0.6495
1621.15      0.6694      0.6498
1621.25      0.6475      0.6502
1621.35      0.6212      0.6505
1621.45      0.6313      0.6509
1621.55      0.6391      0.6513
1621.65      0.6150      0.6516
1621.75      0.5978      0.6520
1621.85      0.5398      0.6523
1621.95      0.5491      0.6527
1622.05      0.5533      0.6531
1622.15      0.5717      0.6534
1622.25      0.5606      0.6538
1622.35      0.5414      0.6542
1622.45      0.5184      0.6545
1622.55      0.6393      0.6549
1622.65      0.5991      0.6553
1622.75      0.6072      0.6556
1622.85      0.6560      0.6560
1622.95      0.6256      0.6564
1623.05      0.6377      0.6567
1623.15      0.6274      0.6571
1623.25      0.6638      0.6575
1623.35      0.6589      0.6579
1623.45      0.6725      0.6582
1623.55      0.6497      0.6586
1623.65      0.6374      0.6590
1623.75      0.6531      0.6594
1623.85      0.6522      0.6598
1623.95      0.6359      0.6602
1624.05      0.6683      0.6605
1624.15      0.6554      0.6609
1624.25      0.6240      0.6613
1624.35      0.6304      0.6617
1624.45      0.6432      0.6621
1624.55      0.6664      0.6625
1624.65      0.6759      0.6629
1624.75      0.6443      0.6633
1624.85      0.6511      0.6637
1624.95      0.6340      0.6641
1625.05      0.6487      0.6645
1625.15      0.6806      0.6649
1625.25      0.6738      0.6653
1625.35      0.6528      0.6657
1625.45      0.6745      0.6661
1625.55      0.6652      0.6665
1625.65      0.6625      0.6669
1625.75      0.6508      0.6673
1625.85      0.6503      0.6677
1625.95      0.6626      0.6681
1626.05      0.6650      0.6685
1626.15      0.6633      0.6689
1626.25      0.6658      0.6693
1626.35      0.6791      0.6697
1626.45      0.6430      0.6701
1626.55      0.6571      0.6704
1626.65      0.6535      0.6708
1626.75      0.6469      0.6712
1626.85      0.6822      0.6716
1626.95      0.6550      0.6719
1627.05      0.6792      0.6723
1627.15      0.6992      0.6726
1627.25      0.6594      0.6730
1627.35      0.6552      0.6734
1627.45      0.6791      0.6737
1627.55      0.6866      0.6741
1627.65      0.6493      0.6745
1627.75      0.6744      0.6748
1627.85      0.6494      0.6752
1627.95      0.6444      0.6756
1628.05      0.6291      0.6760
1628.15      0.6360      0.6764
1628.25      0.6012      0.6767
1628.35      0.5757      0.6772
1628.45      0.5398      0.6776
1628.55      0.5332      0.6780
1628.65      0.5364      0.6784
1628.75      0.5750      0.6789
1628.85      0.6350      0.6793
1628.95      0.6292      0.6798
1629.05      0.6521      0.6802
1629.15      0.6814      0.6807
1629.25      0.6645      0.6812
1629.35      0.7183      0.6818
1629.45      0.6859      0.6823
1629.55      0.7103      0.6828
1629.65      0.6927      0.6834
1629.75      0.6859      0.6840
1629.85      0.6819      0.6846
1629.95      0.6980      0.6852
1630.05      0.6765      0.6859
1630.15      0.6602      0.6865
1630.25      0.6574      0.6872
1630.35      0.6839      0.6879
1630.45      0.7092      0.6886
1630.55      0.6807      0.6893
1630.65      0.7115      0.6901
1630.75      0.6836      0.6908
1630.85      0.6996      0.6916
1630.95      0.6995      0.6924
1631.05      0.7051      0.6932
1631.15      0.6939      0.6940
1631.25      0.7018      0.6922
1631.35      0.6691      0.6915
1631.45      0.6957      0.6947
1631.55      0.7136      0.6975
1631.65      0.6942      0.6998
1631.75      0.7181      0.7018
1631.85      0.6937      0.7034
1631.95      0.6821      0.7048
1632.05      0.6945      0.7059
1632.15      0.6798      0.7069
1632.25      0.6673      0.7077
1632.35      0.7141      0.7084
1632.45      0.7075      0.7090
1632.55      0.7278      0.7095
1632.65      0.7040      0.7100
1632.75      0.7058      0.7104
1632.85      0.7042      0.7109
1632.95      0.6811      0.7113
1633.05      0.6906      0.7118
1633.15      0.7230      0.7123
1633.25      0.6903      0.7129
1633.35      0.7235      0.7136
1633.45      0.6694      0.7143
1633.55      0.6833      0.7151
1633.65      0.7009      0.7159
1633.75      0.7217      0.7169
1633.85      0.7263      0.7179
1633.95      0.7129      0.7190
1634.05      0.7125      0.7202
1634.15      0.7082      0.7215
1634.25      0.7133      0.7229
1634.35      0.7013      0.7243
1634.45      0.6971      0.7258
1634.55      0.7351      0.7274
1634.65      0.7401      0.7290
1634.75      0.7159      0.7307
1634.85      0.7296      0.7325
1634.95      0.7203      0.7343
1635.05      0.7391      0.7361
1635.15      0.7361      0.7380
1635.25      0.7432      0.7399
1635.35      0.7314      0.7419
1635.45      0.7511      0.7438
1635.55      0.7168      0.7458
1635.65      0.7625      0.7478
1635.75      0.7331      0.7498
1635.85      0.7690      0.7519
1635.95      0.7671      0.7539
1636.05      0.7461      0.7559
1636.15      0.7603      0.7579
1636.25      0.7438      0.7599
1636.35      0.7607      0.7620
1636.45      0.7904      0.7639
1636.55      0.7653      0.7659
1636.65      0.7728      0.7679
1636.75      0.7713      0.7698
1636.85      0.7901      0.7717
1636.95      0.7763      0.7736
1637.05      0.7847      0.7755
1637.15      0.7918      0.7774
1637.25      0.8083      0.7793
1637.35      0.7938      0.7812
1637.45      0.7836      0.7831
1637.55      0.7681      0.7849
1637.65      0.7974      0.7868
1637.75      0.7981      0.7887
1637.85      0.7922      0.7906
1637.95      0.7898      0.7926
1638.05      0.7806      0.7946
1638.15      0.7723      0.7966
1638.25      0.7534      0.7987
1638.35      0.7609      0.8008
1638.45      0.7854      0.8030
1638.55      0.8379      0.8053
1638.65      0.8100      0.8077
1638.75      0.8177      0.8103
1638.85      0.7771      0.8176
1638.95      0.8057      0.8182
1639.05      0.8172      0.8188
1639.15      0.8517      0.8197
1639.25      0.8461      0.8207
1639.35      0.8384      0.8219
1639.45      0.8302      0.8233
1639.55      0.8277      0.8250
1639.65      0.8454      0.8268
1639.75      0.8116      0.8289
1639.85      0.8473      0.8312
1639.95      0.7854      0.8337
1640.05      0.8571      0.8365
1640.15      0.8580      0.8438
1640.25      0.8328      0.8475
1640.35      0.8439      0.8456
1640.45      0.8664      0.8441
1640.55      0.8947      0.8430
1640.65      0.8657      0.8424
1640.75      0.8276      0.8421
1640.85      0.8357      0.8423
1640.95      0.8409      0.8429
1641.05      0.8193      0.8439
1641.15      0.8620      0.8453
1641.25      0.8602      0.8470
1641.35      0.8848      0.8490
1641.45      0.8783      0.8513
1641.55      0.8358      0.8540
1641.65      0.8132      0.8605
1641.75      0.8526      0.8535
1641.85      0.8199      0.8414
1641.95      0.7936      0.8299
1642.05      0.8048      0.8189
1642.15      0.8300      0.8086
1642.25      0.8018      0.7987
1642.35      0.7529      0.7894
1642.45      0.7743      0.7805
1642.55      0.7582      0.7721
1642.65      0.7461      0.7642
1642.75      0.7403      0.7567
1642.85      0.7401      0.7496
1642.95      0.7169      0.7430
1643.05      0.7259      0.7367
1643.15      0.7568      0.7308
1643.25      0.7194      0.7253
1643.35      0.7057      0.7201
1643.45      0.6938      0.7152
1643.55      0.6658      0.7107
1643.65      0.7185      0.7064
1643.75      0.7022      0.7024
1643.85      0.6767      0.6987
1643.95      0.7039      0.6953
1644.05      0.7235      0.6921
1644.15      0.6849      0.6891
