# Thu Nov 15 11:34:36 2012
# HST/COS EUV+FUV AGN composite spectrum.
# Figure 5 from Shull, Stevans, and Danforth 2012.
 
# wave         flux        spline
# [Angstroms]  [Relative]  [Relative]
1189.95      1.1658      1.2219
1190.05      1.1052      1.2257
1190.15      1.1493      1.2296
1190.25      1.1569      1.2334
1190.35      1.2497      1.2373
1190.45      1.2647      1.2413
1190.55      1.3035      1.2452
1190.65      1.2451      1.2491
1190.75      0.9381      1.1422
1190.85      0.9125      1.1451
1190.95      0.9479      1.1480
1191.05      1.1042      1.1509
1191.15      0.9920      1.1539
1191.25      1.0433      1.1568
1191.35      1.0611      1.1598
1191.45      1.0657      1.1628
1191.55      1.0639      1.1657
1191.65      1.1167      1.1687
1191.75      1.1546      1.1718
1191.85      1.1398      1.1752
1191.95      1.1783      1.1780
1192.05      1.1553      1.1809
1192.15      1.1582      1.1837
1192.25      1.1886      1.1864
1192.35      1.1932      1.1892
1192.45      1.1905      1.1920
1192.55      1.1785      1.1947
1192.65      1.1920      1.1974
1192.75      1.1749      1.2001
1192.85      1.1815      1.2028
1192.95      1.2085      1.2054
1193.05      1.1823      1.2081
1193.15      1.1747      1.2107
1193.25      1.1626      1.2133
1193.35      1.1535      1.2159
1193.45      1.1948      1.2185
1193.55      1.2105      1.2212
1193.65      1.2060      1.2238
1193.75      1.2393      1.2263
1193.85      1.2665      1.2441
1193.95      1.2646      1.2470
1194.05      1.2332      1.2500
1194.15      1.2261      1.2530
1194.25      1.2826      1.2560
1194.35      1.2683      1.2591
1194.45      1.2908      1.2622
1194.55      1.2665      1.2653
1194.65      1.2943      1.2685
1194.75      1.3042      1.2717
1194.85      1.2524      1.2749
1194.95      1.2499      1.2782
1195.05      1.2938      1.2815
1195.15      1.3084      1.2849
1195.25      1.2863      1.2884
1195.35      1.2321      1.2919
1195.45      1.2776      1.2954
1195.55      1.2894      1.2990
1195.65      1.2885      1.3027
1195.75      1.3013      1.3065
1195.85      1.2424      1.3103
1195.95      1.1940      1.3142
1196.05      1.2316      1.3182
1196.15      1.2853      1.3222
1196.25      1.3200      1.3263
1196.35      1.2830      1.3305
1196.45      1.2984      1.3348
1196.55      1.2696      1.3392
1196.65      1.2822      1.3437
1196.75      1.3057      1.3482
1196.85      1.3437      1.3529
1196.95      1.3183      1.3576
1197.05      1.3209      1.3625
1197.15      1.3571      1.3674
1197.25      1.3700      1.3724
1197.35      1.3694      1.3845
1197.45      1.3773      1.3930
1197.55      1.3751      1.3992
1197.65      1.3647      1.4050
1197.75      1.3781      1.4106
1197.85      1.3483      1.4158
1197.95      1.3741      1.4209
1198.05      1.4310      1.4258
1198.15      1.3941      1.4306
1198.25      1.3936      1.4223
1198.35      1.4070      1.4277
1198.45      1.4214      1.4330
1198.55      1.4184      1.4384
1198.65      1.4482      1.4438
1198.75      1.4529      1.4492
1198.85      1.4607      1.4548
1198.95      1.4834      1.4603
1199.05      1.4433      1.4660
1199.15      1.4570      1.4718
1199.25      1.4915      1.4777
1199.35      1.4358      1.4838
1199.45      1.4650      1.4900
1199.55      1.4940      1.4963
1199.65      1.4734      1.5028
1199.75      1.5297      1.5094
1199.85      1.5166      1.5162
1199.95      1.5171      1.5232
1200.05      1.5463      1.5303
1200.15      1.5292      1.5376
1200.25      1.5228      1.5450
1200.35      1.5071      1.5526
1200.45      1.4716      1.5603
1200.55      1.4936      1.5683
1200.65      1.5436      1.5763
1200.75      1.5208      1.5845
1200.85      1.5613      1.5929
1200.95      1.5626      1.6013
1201.05      1.5842      1.6100
1201.15      1.6053      1.6187
1201.25      1.6020      1.6276
1201.35      1.6138      1.6365
1201.45      1.5848      1.6456
1201.55      1.5781      1.6548
1201.65      1.5895      1.6640
1201.75      1.6308      1.6734
1201.85      1.6594      1.6828
1201.95      1.6504      1.6923
1202.05      1.6448      1.7019
1202.15      1.6913      1.7115
1202.25      1.7442      1.7211
1202.35      1.7716      1.7309
1202.45      1.8009      1.7406
1202.55      1.8358      1.7504
1202.65      1.8508      1.7602
1202.75      1.7463      1.7628
1202.85      1.7383      1.7726
1202.95      1.7006      1.7824
1203.05      1.6867      1.7922
1203.15      1.7452      1.8021
1203.25      1.7766      1.8119
1203.35      1.8006      1.8217
1203.45      1.8264      1.8291
1203.55      1.8419      1.8328
1203.65      1.8040      1.8450
1203.75      1.8459      1.8567
1203.85      1.8697      1.8681
1203.95      1.8581      1.8791
1204.05      1.8503      1.8898
1204.15      1.8671      1.9002
1204.25      1.8067      1.9104
1204.35      1.8161      1.9204
1204.45      1.8283      1.9301
1204.55      1.8628      1.9397
1204.65      1.8796      1.9454
1204.75      1.9246      1.9552
1204.85      1.9648      1.9652
1204.95      1.9573      1.9751
1205.05      1.9591      1.9845
1205.15      1.9826      1.9942
1205.25      1.9969      2.0056
1205.35      2.0160      2.0168
1205.45      2.0176      2.0279
1205.55      2.0815      2.0389
1205.65      2.0734      2.0498
1205.75      2.0790      2.0606
1205.85      2.0744      2.0703
1205.95      2.0823      2.0804
1206.05      2.1248      2.0912
1206.15      2.1287      2.1019
1206.25      2.1166      2.1124
1206.35      2.1368      2.1230
1206.45      2.1394      2.1334
1206.55      2.1217      2.1439
1206.65      2.0912      2.1544
1206.75      2.1136      2.1649
1206.85      2.0700      2.1755
1206.95      2.0740      2.1862
1207.05      2.1393      2.1971
1207.15      2.1559      2.2081
1207.25      2.2571      2.2177
1207.35      2.1997      2.2335
1207.45      2.2257      2.2489
1207.55      2.2696      2.2632
1207.65      2.2711      2.2766
1207.75      2.2635      2.2894
1207.85      2.2664      2.3019
1207.95      2.2788      2.3143
1208.05      2.3040      2.3267
1208.15      2.3279      2.3394
1208.25      2.3505      2.3525
1208.35      2.3565      2.3661
1208.45      2.3724      2.3804
1208.55      2.3606      2.3954
1208.65      2.4124      2.4113
1208.75      2.4045      2.4281
1208.85      2.4499      2.4478
1208.95      2.4807      2.4829
1209.05      2.4999      2.5173
1209.15      2.4210      2.5482
1209.25      2.3181      2.5763
1209.35      2.2469      2.6025
1209.45      2.2078      2.6273
1209.55      2.2107      2.6513
1209.65      2.2018      2.6751
1209.75      2.2711      2.6990
1209.85      2.3774      2.7234
1209.95      2.5139      2.7487
1210.05      2.6420      2.7751
1210.15      2.7600      2.8029
1210.25      2.7451      2.8322
1210.35      2.7971      2.8632
1210.45      2.8943      2.8960
1210.55      2.8492      2.9306
1210.65      2.8898      2.9671
1210.75      2.9191      3.0055
1210.85      3.0253      3.0457
1210.95      3.0862      3.0878
1211.05      3.0588      3.1315
1211.15      3.0565      3.1770
1211.25      3.1310      3.2240
1211.35      3.1720      3.2724
1211.45      3.2313      3.3222
1211.55      3.3050      3.3732
1211.65      3.3630      3.4183
1211.75      3.4424      3.4713
1211.85      3.5063      3.5281
1211.95      3.5849      3.5853
1212.05      3.5975      3.6428
1212.15      3.6117      3.7006
1212.25      3.5667      3.7585
1212.35      3.6481      3.8165
1212.45      3.7558      3.8747
1212.55      3.8319      3.9329
1212.65      3.9449      3.9910
1212.75      4.0454      4.0492
1212.85      4.1539      4.1076
1212.95      4.2362      4.1661
1213.05      4.1681      4.2250
1213.15      4.2322      4.2843
1213.25      4.2712      4.3443
1213.35      4.3576      4.4051
1213.45      4.4211      4.4805
1213.55      4.4616      4.5725
1213.65      4.5740      4.6502
1213.75      4.6461      4.7200
1213.85      4.6934      4.7919
1213.95      4.6183      4.8611
1214.05      4.6238      4.9287
1214.15      4.6727      4.9956
1214.25      4.6709      5.0627
1214.35      4.6311      5.1302
1214.45      4.7274      5.1982
1214.55      4.5826      5.2669
1214.65      4.5294      5.3356
1214.75      4.6250      5.4040
1214.85      4.8250      5.4720
1214.95      5.0102      5.5376
1215.05      5.1547      5.6001
1215.15      5.2972      5.7003
1215.25      5.2229      5.7615
1215.35      5.0668      5.8008
1215.45      4.6292      5.7561
1215.55      4.7681      6.4409
1215.65      5.0761      6.4698
1215.75      5.5087      6.4921
1215.85      5.7514      6.5071
1215.95      6.0117      6.5146
1216.05      6.3528      6.5147
1216.15      6.4958      6.5072
1216.25      6.5334      6.4923
1216.35      6.4539      6.4734
1216.45      6.4925      6.4868
1216.55      6.4244      6.4653
1216.65      6.4562      6.4529
1216.75      6.3252      6.3634
1216.85      6.1485      6.1931
1216.95      6.0927      6.0252
1217.05      5.7625      5.8598
1217.15      5.5529      5.6975
1217.25      5.4189      5.5386
1217.35      5.2312      5.3837
1217.45      4.9508      5.2340
1217.55      4.3810      5.0898
1217.65      4.3419      4.9514
1217.75      4.6574      4.8194
1217.85      4.5926      4.6937
1217.95      4.6363      4.5743
1218.05      4.4769      4.4823
1218.15      4.3589      4.3995
1218.25      4.3106      4.3026
1218.35      4.1665      4.2077
1218.45      4.0461      4.1229
1218.55      3.9312      4.0392
1218.65      3.8838      3.9573
1218.75      3.7928      3.8790
1218.85      3.7041      3.8041
1218.95      3.5696      3.7325
1219.05      3.3317      3.6640
1219.15      3.2172      3.5984
1219.25      3.3773      3.5357
1219.35      3.4081      3.4755
1219.45      3.4262      3.4178
1219.55      3.3434      3.3625
1219.65      3.3390      3.3093
1219.75      3.2516      3.2583
1219.85      3.1596      3.2092
1219.95      3.1308      3.1620
1220.05      3.1434      3.1166
1220.15      3.0900      3.0729
1220.25      3.0477      3.0308
1220.35      2.9917      2.9904
1220.45      2.9109      2.9515
1220.55      2.8263      2.9141
1220.65      2.8191      2.8772
1220.75      2.7639      2.8412
1220.85      2.6138      2.8061
1220.95      2.5814      2.7720
1221.05      2.6557      2.7387
1221.15      2.5021      2.7062
1221.25      2.3656      2.6746
1221.35      2.2695      2.6437
1221.45      2.2526      2.6136
1221.55      2.2148      2.5842
1221.65      2.1747      2.5555
1221.75      2.1780      2.5275
1221.85      2.1920      2.5002
1221.95      2.2145      2.4736
1222.05      2.3047      2.4477
1222.15      2.3021      2.4226
1222.25      2.1791      2.3982
1222.35      2.3255      2.3724
1222.45      2.3453      2.3481
1222.55      2.2877      2.3250
1222.65      2.2087      2.3026
1222.75      2.2735      2.2811
1222.85      2.2517      2.2603
1222.95      2.2277      2.2404
1223.05      2.0649      2.2213
1223.15      1.9301      2.2030
1223.25      2.0364      2.1855
1223.35      2.0134      2.1688
1223.45      1.8461      2.1530
1223.55      1.7587      2.1379
1223.65      1.7016      2.1235
1223.75      1.7716      2.1099
1223.85      1.7871      2.0968
1223.95      1.7563      2.0844
1224.05      1.7647      2.0723
1224.15      1.8013      2.0607
1224.25      1.9571      2.0493
1224.35      1.9987      2.0380
1224.45      2.0398      2.0266
1224.55      2.0120      2.0174
1224.65      1.9603      2.0062
1224.75      1.9205      1.9931
1224.85      1.8320      1.9791
1224.95      1.7749      1.9658
1225.05      1.7471      1.9664
1225.15      1.8484      1.9549
1225.25      1.8690      1.9436
1225.35      1.9049      1.9328
1225.45      1.8883      1.9222
1225.55      1.8824      1.9119
1225.65      1.8240      1.9020
1225.75      1.8326      1.8924
1225.85      1.8300      1.8831
1225.95      1.8510      1.8741
1226.05      1.8429      1.8655
1226.15      1.8073      1.8551
1226.25      1.7980      1.8400
1226.35      1.7498      1.8312
1226.45      1.7612      1.8226
1226.55      1.7464      1.8142
1226.65      1.7332      1.8058
1226.75      1.7270      1.7975
1226.85      1.7172      1.7894
1226.95      1.5819      1.7813
1227.05      1.5377      1.7733
1227.15      1.5697      1.7654
1227.25      1.7158      1.7576
1227.35      1.6266      1.7498
1227.45      1.6824      1.7421
1227.55      1.6907      1.7345
1227.65      1.6257      1.7269
1227.75      1.5801      1.7193
1227.85      1.5817      1.7118
1227.95      1.6360      1.7044
1228.05      1.6876      1.6970
1228.15      1.6369      1.6897
1228.25      1.5278      1.6824
1228.35      1.5021      1.6751
1228.45      1.4966      1.6679
1228.55      1.4715      1.6608
1228.65      1.4701      1.6537
1228.75      1.4908      1.6468
1228.85      1.4799      1.6399
1228.95      1.5501      1.6331
1229.05      1.6162      1.6264
1229.15      1.6338      1.6198
1229.25      1.6570      1.6133
1229.35      1.6137      1.6070
1229.45      1.6304      1.6008
1229.55      1.5952      1.5949
1229.65      1.5820      1.5891
1229.75      1.5742      1.5835
1229.85      1.5399      1.5781
1229.95      1.5975      1.5729
1230.05      1.6054      1.5681
1230.15      1.5186      1.5635
1230.25      1.4707      1.5592
1230.35      1.4589      1.5553
1230.45      1.4266      1.5517
1230.55      1.4022      1.5529
1230.65      1.4577      1.5510
1230.75      1.4645      1.5489
1230.85      1.4340      1.5471
1230.95      1.4350      1.5454
1231.05      1.4717      1.5439
1231.15      1.5084      1.5426
1231.25      1.5510      1.5414
1231.35      1.5764      1.5442
1231.45      1.5643      1.5443
1231.55      1.5547      1.5425
1231.65      1.5628      1.5410
1231.75      1.5494      1.5396
1231.85      1.4918      1.5386
1231.95      1.4974      1.5377
1232.05      1.5161      1.5371
1232.15      1.5167      1.5366
1232.25      1.3916      1.5364
1232.35      1.2919      1.5365
1232.45      1.2451      1.5365
1232.55      1.2300      1.5363
1232.65      1.2842      1.5363
1232.75      1.3724      1.5365
1232.85      1.4332      1.5367
1232.95      1.4200      1.5356
1233.05      1.4897      1.5355
1233.15      1.5139      1.5378
1233.25      1.5028      1.5397
1233.35      1.4980      1.5413
1233.45      1.5200      1.5428
1233.55      1.5501      1.5440
1233.65      1.5585      1.5451
1233.75      1.5498      1.5461
1233.85      1.5144      1.5469
1233.95      1.4897      1.5478
1234.05      1.4708      1.5486
1234.15      1.4756      1.5494
1234.25      1.4557      1.5502
1234.35      1.4290      1.5510
1234.45      1.4358      1.5518
1234.55      1.4424      1.5527
1234.65      1.5151      1.5537
1234.75      1.5822      1.5547
1234.85      1.5747      1.5559
1234.95      1.5173      1.5571
1235.05      1.5458      1.5583
1235.15      1.5852      1.5597
1235.25      1.5619      1.5611
1235.35      1.5077      1.5627
1235.45      1.5455      1.5643
1235.55      1.5476      1.5660
1235.65      1.5603      1.5677
1235.75      1.5656      1.5696
1235.85      1.5585      1.5715
1235.95      1.5695      1.5734
1236.05      1.5715      1.5754
1236.15      1.5632      1.5775
1236.25      1.4857      1.5796
1236.35      1.4426      1.5817
1236.45      1.4234      1.5839
1236.55      1.4653      1.5861
1236.65      1.5131      1.5883
1236.75      1.5269      1.5906
1236.85      1.5686      1.5928
1236.95      1.5570      1.5951
1237.05      1.5770      1.5973
1237.15      1.5669      1.5996
1237.25      1.5905      1.6019
1237.35      1.6417      1.6042
1237.45      1.6038      1.6066
1237.55      1.5973      1.6089
1237.65      1.6031      1.6113
1237.75      1.5902      1.6137
1237.85      1.6435      1.5909
1237.95      1.7661      1.5934
1238.05      1.6081      1.5960
1238.15      1.6025      1.5986
1238.25      1.5996      1.6014
1238.35      1.6090      1.6044
1238.45      1.6162      1.6075
1238.55      1.5862      1.6109
1238.65      1.5455      1.6146
1238.75      1.4790      1.6185
1238.85      1.4504      1.6228
1238.95      1.4538      1.6276
1239.05      1.4768      1.6328
1239.15      1.5589      1.6347
1239.25      1.5986      1.6353
1239.35      1.6438      1.6370
1239.45      1.6371      1.6396
1239.55      1.6581      1.6434
1239.65      1.6527      1.6422
1239.75      1.6139      1.6271
1239.85      1.5965      1.6213
1239.95      1.6084      1.6159
1240.05      1.6075      1.6107
1240.15      1.5966      1.6058
1240.25      1.5739      1.6011
1240.35      1.5757      1.5967
1240.45      1.6048      1.5925
1240.55      1.6054      1.5886
1240.65      1.6009      1.5848
1240.75      1.5830      1.5814
1240.85      1.5856      1.5792
1240.95      1.5630      1.5770
1241.05      1.5900      1.5746
1241.15      1.5722      1.5719
1241.25      1.5734      1.5690
1241.35      1.5860      1.5659
1241.45      1.5210      1.5625
1241.55      1.5162      1.5589
1241.65      1.4938      1.5551
1241.75      1.4782      1.5511
1241.85      1.4883      1.5469
1241.95      1.5314      1.5424
1242.05      1.4986      1.5368
1242.15      1.5057      1.5311
1242.25      1.5048      1.5255
1242.35      1.4704      1.5199
1242.45      1.4622      1.5145
1242.55      1.4636      1.5090
1242.65      1.4172      1.5068
1242.75      1.4373      1.4996
1242.85      1.4199      1.4906
1242.95      1.4142      1.4819
1243.05      1.4161      1.4733
1243.15      1.4233      1.4650
1243.25      1.4383      1.4568
1243.35      1.4407      1.4488
1243.45      1.4372      1.4410
1243.55      1.4337      1.4334
1243.65      1.4059      1.4261
1243.75      1.4311      1.4189
1243.85      1.4347      1.4119
1243.95      1.4006      1.4052
1244.05      1.4004      1.3986
1244.15      1.3845      1.3914
1244.25      1.3738      1.3792
1244.35      1.3310      1.3666
1244.45      1.3162      1.3545
1244.55      1.2855      1.3426
1244.65      1.2794      1.3311
1244.75      1.2631      1.3199
1244.85      1.2921      1.3090
1244.95      1.2814      1.2985
1245.05      1.2230      1.2884
1245.15      1.2143      1.2786
1245.25      1.2415      1.2691
1245.35      1.2099      1.2600
1245.45      1.2276      1.2513
1245.55      1.2301      1.2430
1245.65      1.2228      1.2350
1245.75      1.2189      1.2274
1245.85      1.1990      1.2202
1245.95      1.1997      1.2134
1246.05      1.1960      1.2071
1246.15      1.1909      1.2012
1246.25      1.2023      1.1957
1246.35      1.1856      1.1906
1246.45      1.1549      1.1862
1246.55      1.1656      1.1866
1246.65      1.1655      1.1813
1246.75      1.1736      1.1762
1246.85      1.1631      1.1713
1246.95      1.1349      1.1665
1247.05      1.1392      1.1619
1247.15      1.1344      1.1574
1247.25      1.1552      1.1530
1247.35      1.1380      1.1487
1247.45      1.1368      1.1446
1247.55      1.1432      1.1405
1247.65      1.1323      1.1365
1247.75      1.1195      1.1326
1247.85      1.0972      1.1288
1247.95      1.1049      1.1251
1248.05      1.1061      1.1214
1248.15      1.0954      1.1177
1248.25      1.0988      1.1141
1248.35      1.1174      1.1106
1248.45      1.0716      1.1070
1248.55      1.0925      1.1035
1248.65      1.1054      1.1000
1248.75      1.1264      1.0965
1248.85      1.1029      1.0930
1248.95      1.0687      1.0894
1249.05      1.0744      1.0859
1249.15      1.0921      1.0823
1249.25      1.0808      1.0787
1249.35      1.0710      1.0750
1249.45      1.0573      1.0716
1249.55      1.0713      1.0690
1249.65      1.0836      1.0659
1249.75      1.0695      1.0629
1249.85      1.0442      1.0600
1249.95      1.0548      1.0571
1250.05      1.0238      1.0543
1250.15      1.0354      1.0515
1250.25      1.0540      1.0488
1250.35      1.0358      1.0461
1250.45      1.0590      1.0434
1250.55      1.0330      1.0408
1250.65      1.0500      1.0382
1250.75      1.0459      1.0357
1250.85      1.0352      1.0332
1250.95      1.0313      1.0307
1251.05      1.0357      1.0283
1251.15      1.0367      1.0259
1251.25      1.0361      1.0235
1251.35      1.0418      1.0212
1251.45      1.0333      1.0189
1251.55      1.0193      1.0166
1251.65      1.0127      1.0144
1251.75      1.0174      1.0122
1251.85      1.0317      1.0100
1251.95      1.0026      1.0079
1252.05      1.0085      1.0057
1252.15      1.0255      1.0036
1252.25      1.0097      1.0016
1252.35      0.9994      0.9995
1252.45      0.9785      0.9975
1252.55      1.0066      0.9955
1252.65      0.9988      0.9935
1252.75      0.9989      0.9916
1252.85      0.9825      0.9897
1252.95      0.9698      0.9878
1253.05      0.9728      0.9859
1253.15      0.9762      0.9841
1253.25      0.9851      0.9822
1253.35      0.9380      0.9805
1253.45      0.9877      0.9787
1253.55      0.9480      0.9769
1253.65      0.9617      0.9752
1253.75      0.9833      0.9736
1253.85      0.9863      0.9719
1253.95      0.9729      0.9703
1254.05      0.9499      0.9687
1254.15      0.9337      0.9672
1254.25      0.9502      0.9657
1254.35      0.9506      0.9642
1254.45      0.9630      0.9628
1254.55      0.9333      0.9614
1254.65      0.9401      0.9600
1254.75      0.9440      0.9587
1254.85      0.9491      0.9575
1254.95      0.9316      0.9562
1255.05      0.9337      0.9551
1255.15      0.8517      0.9539
1255.25      0.8179      0.9528
1255.35      0.7979      0.9518
1255.45      0.8091      0.9508
1255.55      0.8182      0.9499
1255.65      0.8150      0.9490
1255.75      0.8463      0.9482
1255.85      0.8977      0.9474
1255.95      0.9016      0.9461
1256.05      0.9402      0.9423
1256.15      0.9155      0.9409
1256.25      0.9163      0.9395
1256.35      0.8949      0.9381
1256.45      0.8633      0.9367
1256.55      0.8376      0.9352
1256.65      0.9020      0.9337
1256.75      0.9079      0.9321
1256.85      0.9202      0.9305
1256.95      0.9163      0.9289
1257.05      0.8996      0.9271
1257.15      0.8940      0.9253
1257.25      0.9181      0.9234
1257.35      0.9383      0.9212
1257.45      0.8999      0.9194
1257.55      0.9234      0.9176
1257.65      0.9092      0.9199
1257.75      0.9305      0.9197
1257.85      0.9165      0.9187
1257.95      0.9070      0.9176
1258.05      0.8942      0.9165
1258.15      0.9115      0.9154
1258.25      0.9259      0.9143
1258.35      0.8954      0.9132
1258.45      0.8800      0.9121
1258.55      0.9162      0.9110
1258.65      0.9124      0.9098
1258.75      0.8988      0.9087
1258.85      0.8855      0.9076
1258.95      0.9007      0.9064
1259.05      0.9100      0.9053
1259.15      0.8881      0.9041
1259.25      0.8799      0.9029
1259.35      0.9050      0.9018
1259.45      0.9075      0.9006
1259.55      0.8894      0.8995
1259.65      0.9000      0.8983
1259.75      0.9069      0.8972
1259.85      0.8951      0.8961
1259.95      0.8980      0.8950
1260.05      0.8645      0.8939
1260.15      0.9007      0.8928
1260.25      0.8961      0.8918
1260.35      0.8936      0.8908
1260.45      0.9018      0.8898
1260.55      0.9016      0.8889
1260.65      0.8736      0.8880
1260.75      0.7920      0.8872
1260.85      0.7805      0.8864
1260.95      0.9029      0.8856
1261.05      0.7550      0.8849
1261.15      0.8799      0.8843
1261.25      0.7701      0.8837
1261.35      0.7643      0.8832
1261.45      0.7575      0.8828
1261.55      0.7539      0.8824
1261.65      0.7046      0.8821
1261.75      0.7413      0.8819
1261.85      0.7374      0.8818
1261.95      0.7213      0.8818
1262.05      0.7193      0.8818
1262.15      0.6880      0.8820
1262.25      0.7533      0.8823
1262.35      0.7740      0.8826
1262.45      0.8391      0.8831
1262.55      0.8603      0.8764
1262.65      0.8673      0.8723
1262.75      0.8805      0.8714
1262.85      0.8585      0.8705
1262.95      0.8584      0.8696
1263.05      0.8682      0.8687
1263.15      0.8717      0.8678
1263.25      0.8635      0.8668
1263.35      0.8558      0.8659
1263.45      0.8438      0.8649
1263.55      0.8337      0.8638
1263.65      0.8648      0.8628
1263.75      0.8107      0.8617
1263.85      0.7717      0.8606
1263.95      0.7123      0.8595
1264.05      0.6777      0.8583
1264.15      0.7150      0.8571
1264.25      0.7636      0.8559
1264.35      0.7735      0.8547
1264.45      0.7852      0.8534
1264.55      0.8381      0.8520
1264.65      0.8975      0.8507
1264.75      0.9637      0.8493
1264.85      0.9985      0.8478
1264.95      0.9889      0.8464
1265.05      0.9613      0.8449
1265.15      0.9162      0.8433
1265.25      0.8863      0.8417
1265.35      0.8724      0.8401
1265.45      0.8753      0.8385
1265.55      0.8515      0.8369
1265.65      0.8300      0.8352
1265.75      0.8388      0.8335
1265.85      0.8442      0.8317
1265.95      0.8184      0.8300
1266.05      0.7952      0.8282
1266.15      0.7575      0.8265
1266.25      0.7561      0.8247
1266.35      0.7562      0.8229
1266.45      0.7858      0.8210
1266.55      0.7441      0.8192
1266.65      0.7289      0.8174
1266.75      0.7788      0.8155
1266.85      0.8841      0.8137
1266.95      0.9373      0.8118
1267.05      0.9595      0.8100
1267.15      1.0033      0.8081
1267.25      1.0078      0.8062
1267.35      0.9855      0.8044
1267.45      0.9705      0.8025
1267.55      0.9617      0.8007
1267.65      0.9532      0.7989
1267.75      0.8958      0.7970
1267.85      0.8710      0.7952
1267.95      0.8454      0.7934
1268.05      0.8632      0.7916
1268.15      0.8707      0.7898
1268.25      0.9026      0.7880
1268.35      0.8786      0.7863
1268.45      0.8800      0.7845
1268.55      0.8912      0.7828
1268.65      0.8886      0.7811
1268.75      0.8693      0.7794
1268.85      0.8595      0.7777
1268.95      0.8469      0.7761
1269.05      0.8044      0.7745
1269.15      0.7520      0.7729
1269.25      0.7586      0.7713
1269.35      0.7384      0.7697
1269.45      0.7427      0.7682
1269.55      0.7978      0.7667
1269.65      0.7741      0.7652
1269.75      0.7693      0.7638
1269.85      0.7692      0.7624
1269.95      0.7796      0.7610
1270.05      0.7774      0.7596
1270.15      0.7603      0.7583
1270.25      0.7648      0.7570
1270.35      0.7630      0.7557
1270.45      0.7671      0.7545
1270.55      0.7518      0.7533
1270.65      0.7501      0.7521
1270.75      0.7665      0.7510
1270.85      0.7620      0.7499
1270.95      0.7444      0.7488
1271.05      0.7452      0.7478
1271.15      0.7167      0.7468
1271.25      0.7094      0.7458
1271.35      0.6759      0.7449
1271.45      0.6653      0.7440
1271.55      0.6774      0.7431
1271.65      0.7017      0.7422
1271.75      0.7580      0.7414
1271.85      0.7827      0.7406
1271.95      0.7848      0.7398
1272.05      0.7705      0.7390
1272.15      0.7752      0.7382
1272.25      0.7556      0.7375
1272.35      0.7603      0.7367
1272.45      0.7614      0.7360
1272.55      0.7512      0.7353
1272.65      0.7395      0.7346
1272.75      0.7417      0.7339
1272.85      0.7434      0.7333
1272.95      0.7522      0.7326
1273.05      0.7499      0.7320
1273.15      0.7328      0.7313
1273.25      0.7390      0.7307
1273.35      0.7233      0.7300
1273.45      0.7361      0.7294
1273.55      0.7432      0.7288
1273.65      0.7464      0.7282
1273.75      0.7339      0.7275
1273.85      0.7358      0.7269
1273.95      0.7303      0.7263
1274.05      0.7284      0.7257
1274.15      0.7330      0.7251
1274.25      0.7093      0.7245
1274.35      0.7242      0.7239
1274.45      0.7121      0.7233
1274.55      0.7037      0.7227
1274.65      0.7249      0.7221
1274.75      0.7119      0.7216
1274.85      0.7137      0.7210
1274.95      0.7261      0.7204
1275.05      0.7184      0.7198
1275.15      0.7088      0.7193
1275.25      0.7180      0.7187
1275.35      0.7277      0.7181
1275.45      0.7153      0.7176
1275.55      0.7057      0.7170
1275.65      0.7060      0.7165
1275.75      0.7094      0.7159
1275.85      0.7309      0.7154
1275.95      0.7114      0.7149
1276.05      0.7022      0.7144
1276.15      0.7000      0.7139
1276.25      0.7215      0.7133
1276.35      0.7285      0.7129
1276.45      0.7128      0.7124
1276.55      0.7092      0.7119
1276.65      0.6954      0.7114
1276.75      0.6951      0.7110
1276.85      0.6887      0.7105
1276.95      0.6931      0.7101
1277.05      0.7168      0.7096
1277.15      0.7052      0.7092
1277.25      0.7233      0.7088
1277.35      0.6963      0.7084
1277.45      0.7089      0.7080
1277.55      0.7160      0.7076
1277.65      0.7034      0.7072
1277.75      0.6961      0.7068
1277.85      0.6863      0.7065
1277.95      0.7133      0.7061
1278.05      0.7071      0.7058
1278.15      0.7012      0.7054
1278.25      0.7048      0.7051
1278.35      0.7087      0.7048
1278.45      0.6990      0.7044
1278.55      0.7078      0.7041
1278.65      0.6997      0.7038
1278.75      0.7157      0.7035
1278.85      0.6878      0.7031
1278.95      0.6910      0.7028
1279.05      0.6885      0.7025
1279.15      0.6592      0.7021
1279.25      0.6881      0.7018
1279.35      0.7073      0.7015
1279.45      0.7118      0.7012
1279.55      0.6833      0.7008
1279.65      0.7050      0.7005
1279.75      0.7085      0.7001
1279.85      0.6932      0.6998
1279.95      0.7082      0.6994
1280.05      0.6921      0.6990
1280.15      0.6859      0.6987
1280.25      0.6898      0.6983
1280.35      0.6939      0.6979
1280.45      0.7062      0.6975
1280.55      0.6857      0.6971
1280.65      0.7187      0.6967
1280.75      0.7067      0.6964
1280.85      0.6836      0.6960
1280.95      0.6813      0.6956
1281.05      0.7093      0.6952
1281.15      0.6981      0.6948
1281.25      0.6935      0.6944
1281.35      0.6879      0.6941
1281.45      0.6830      0.6937
1281.55      0.6853      0.6933
1281.65      0.6860      0.6930
1281.75      0.6965      0.6926
1281.85      0.6951      0.6922
1281.95      0.6724      0.6919
1282.05      0.6793      0.6916
1282.15      0.6984      0.6912
1282.25      0.7024      0.6909
1282.35      0.7015      0.6906
1282.45      0.6817      0.6903
